Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HouseAge,RemodAddAge,GarageAge,RealSalePrice,SalePriceLog1p,RealSalePriceLog1p
145,90,RM,5.968980585391403,19.50142835308321,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,9.294080796212425,TA,TA,CBlock,TA,TA,No,Rec,12.950363654675687,Unf,0.0,9.69122459677165,13.730882561077351,GasA,TA,Y,SBrkr,13.730882561077351,0.0,0.0,13.730882561077351,1,0.0,2,0,6,1.1943176378757767,TA,10,Typ,0,NA,Detchd,1963,Unf,2,504,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,11,2006,ConLI,Abnorml,125000,43,43,43,125000.0,11.736077016252437,11.736077016252437
146,160,RM,4.137710644618417,14.920533996856962,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,6,5,2004,2006,Gable,CompShg,VinylSd,VinylSd,Stone,5.357203202420049,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,12.03979401386066,12.03979401386066,GasA,Ex,Y,SBrkr,12.03979401386066,11.292802622125064,0.0,13.697102127294201,0,0.0,2,0,3,0.7304631471189666,Gd,7,Maj1,0,NA,Detchd,2004,Unf,2,380,TA,TA,Y,0.0,4.969939052451073,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,4,2006,WD,Normal,130000,2,0,2,130000.0,11.775297421715827,11.775297421715827
147,30,RM,5.392276337227255,17.98987134386776,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1931,1993,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,8.200959587116674,Unf,0.0,10.302477323271576,11.20420327966491,GasA,TA,Y,FuseA,11.753109857707855,0.0,0.0,11.753109857707855,1,0.0,1,0,2,0.7304631471189666,TA,5,Typ,0,NA,Detchd,1931,Unf,1,180,Fa,TA,Y,5.285266416806648,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,11,2009,WD,Normal,105000,78,16,78,98306.13612155753,11.561725152903833,11.495851898836637
148,60,RL,6.218289331694273,19.672887062361646,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,7.873203454932757,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,11.781373330676752,11.781373330676752,GasA,Ex,Y,SBrkr,11.781373330676752,12.52561518022635,0.0,14.23714129581766,0,0.0,2,1,3,0.7304631471189666,Gd,8,Typ,1,Gd,BuiltIn,2001,Fin,2,434,TA,TA,Y,7.397497957722461,5.285266416806648,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5,2010,WD,Normal,222500,9,9,9,202838.73776646316,12.312686874960354,12.220171477098335
149,20,RL,5.7737732204907655,18.7533959357533,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,7.020909424392293,TA,TA,PConc,Gd,TA,No,GLQ,11.070359541275336,Unf,0.0,9.715841640087826,12.343354263952241,GasA,Ex,Y,SBrkr,12.343354263952241,0.0,0.0,12.343354263952241,1,0.0,1,0,3,0.7304631471189666,Gd,6,Typ,0,NA,NA,0,NA,0,0,NA,NA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,4,2008,WD,Normal,141000,4,3,0,132143.1081745976,11.856522261533737,11.79164833466166
150,50,RM,5.607528862274469,18.06178179936772,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1936,1950,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,11.818680333426093,11.818680333426093,GasA,Gd,Y,FuseA,11.818680333426093,9.996045490671595,0.0,12.97675247894356,0,0.0,1,0,3,0.7304631471189666,TA,7,Typ,0,NA,Detchd,1936,Unf,1,240,Fa,TA,Y,8.103593650252291,6.9168874400292815,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,4,2006,WD,Normal,115000,70,56,70,115000.0,11.652696102959753,11.652696102959753
151,20,RL,7.020909424392293,20.013825547236422,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,11.207944956626681,Unf,0.0,8.631303105111629,12.036902975718593,GasA,TA,Y,SBrkr,12.036902975718593,0.0,0.0,12.036902975718593,0,0.0,1,1,3,0.7304631471189666,TA,5,Typ,0,NA,Attchd,1975,Unf,2,440,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,1,2007,WD,Normal,122000,32,32,32,119024.39024390245,11.711784520403112,11.687092112729072
152,20,RL,6.789529331141852,21.215303433656715,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,9.928474706380097,Gd,TA,PConc,Ex,TA,Gd,GLQ,13.097315859058341,Unf,0.0,9.103010378675691,13.698887979000148,GasA,Ex,Y,SBrkr,13.698887979000148,0.0,0.0,13.698887979000148,1,0.0,2,0,2,0.7304631471189666,Gd,6,Typ,1,Gd,Attchd,2007,RFn,3,866,TA,TA,Y,0.0,6.694190605394483,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,1,2008,New,Partial,372402,1,0,1,349009.62957756384,12.827731880206521,12.762857657963055
153,60,RL,6.251768818688168,21.482503886832898,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,8.622253717854797,TA,TA,CBlock,TA,TA,No,Rec,9.812268655479881,Unf,0.0,9.770475803559007,11.591440339606356,GasA,Gd,Y,SBrkr,12.387900672947353,11.818680333426093,0.0,14.171884182186483,0,0.0,2,1,4,0.7304631471189666,TA,8,Typ,1,Gd,Attchd,1971,RFn,2,495,TA,TA,Y,0.0,5.859551208605442,0.0,0.0,0.0,0.0,NA,GdWo,NA,0.0,6,2006,WD,Normal,190000,35,35,35,190000.0,12.154784614286667,12.154784614286667
154,20,RL,6.302366147843001,21.096156796908126,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,1975,Flat,CompShg,BrkFace,Plywood,NA,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,9.888326631702043,ALQ,12.343354263952241,6.512195594586373,13.500680261547027,GasA,Gd,Y,SBrkr,12.769087694489059,0.0,0.0,12.769087694489059,1,0.0,1,0,1,0.7304631471189666,TA,4,Typ,1,Gd,Attchd,1960,RFn,2,564,TA,TA,Y,9.770475803559007,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,3,2008,WD,Normal,235000,48,33,48,220238.51362432935,12.367345048436391,12.302470931424699
155,30,RM,6.314734756825907,20.379545059905833,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,12.645908720595072,12.645908720595072,GasA,TA,Y,FuseA,12.645908720595072,0.0,0.0,12.645908720595072,0,0.0,1,0,4,0.7304631471189666,TA,7,Typ,0,NA,Detchd,1923,Unf,1,312,Fa,Fa,Y,0.0,0.0,8.39538258223558,0.0,0.0,0.0,NA,NA,NA,0.0,3,2006,WD,Family,125000,83,56,83,125000.0,11.736077016252437,11.736077016252437
156,50,RL,5.684506656824124,19.71220477890197,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,10.616842895097365,10.616842895097365,Grav,Fa,N,FuseF,10.616842895097365,10.391511119178736,0.0,12.385296581842669,0,0.0,1,0,2,0.7304631471189666,TA,5,Typ,0,NA,NA,0,NA,0,0,NA,NA,N,0.0,2.6025944687727294,7.15298821355506,0.0,0.0,0.0,NA,NA,NA,0.0,4,2008,WD,Normal,79000,84,58,0,74037.62798434902,11.277215789596893,11.21234223578031
157,20,RL,5.684506656824124,18.598237927298484,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,CBlock,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,GasA,TA,Y,FuseF,12.236142518909933,0.0,0.0,12.236142518909933,0,0.0,1,0,2,0.7304631471189666,TA,5,Typ,0,NA,Detchd,1950,Unf,2,625,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2006,WD,Normal,109500,56,56,56,109500.0,11.603688960617083,11.603688960617083
158,60,RL,6.491069783799412,20.611026440244636,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,BrkFace,6.314734756825907,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,11.41772883214346,11.41772883214346,GasA,Ex,Y,SBrkr,11.41772883214346,12.631405526177327,0.0,14.132483878148479,0,0.0,2,1,4,0.7304631471189666,Ex,8,Typ,1,Gd,BuiltIn,2009,Fin,3,680,TA,TA,Y,0.0,6.098626104970388,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5,2010,New,Partial,269500,1,0,1,245685.572260952,12.504327379899443,12.411811906063276
159,60,FV,6.65495044352145,20.79461927456837,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,8.335516734766312,Unf,0.0,11.400179625755216,12.099928771272056,GasA,Ex,Y,SBrkr,12.099928771272056,11.999087064345309,0.0,14.09905763816768,0,0.0,2,1,3,0.7304631471189666,Gd,8,Typ,1,Gd,Attchd,2004,RFn,2,678,TA,TA,Y,0.0,7.278278985320871,0.0,0.0,0.0,0.0,NA,GdWo,NA,0.0,5,2010,WD,Normal,254900,6,5,6,232375.7045243661,12.448630513463613,12.356115060228111
160,60,RL,7.247551425168361,22.64283573705677,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,10.040244790550664,Gd,TA,PConc,Gd,TA,Mn,GLQ,5.59142712460611,Unf,0.0,12.956979732530124,13.080346166472044,GasA,Ex,Y,SBrkr,13.080346166472044,12.316871578200077,0.0,14.842738618541102,1,0.0,2,1,4,0.7304631471189666,Gd,9,Typ,1,Gd,Attchd,2006,RFn,2,576,TA,TA,Y,8.501756190828118,7.216434458396561,0.0,7.724358962810533,0.0,0.0,NA,NA,NA,0.0,3,2006,New,Partial,320000,1,0,0,320000.0,12.676079399771027,12.676079399771027
161,20,RL,5.6758116934367076,20.300189394640363,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,NA,0.0,TA,TA,PConc,Gd,TA,No,BLQ,10.991229546699314,Unf,0.0,10.616842895097365,12.722234748500732,GasA,TA,Y,SBrkr,12.722234748500732,0.0,0.0,12.722234748500732,0,0.0,2,0,3,0.7304631471189666,TA,6,Typ,0,NA,Attchd,1984,Unf,2,516,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2008,WD,Normal,162500,24,24,24,152292.58920831286,11.998439434579149,11.93356544481486
162,60,RL,6.844946025203906,21.153805688391472,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.00721682473776,Gd,TA,PConc,Ex,TA,Av,GLQ,12.170122802649045,Unf,0.0,10.543577039871613,13.443610180761798,GasA,Ex,Y,SBrkr,13.443610180761798,12.385296581842669,0.0,15.103463562953612,1,0.0,2,1,3,0.7304631471189666,Ex,10,Typ,2,Gd,BuiltIn,2003,Fin,3,726,TA,TA,Y,9.715841640087826,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,3,2008,WD,Normal,412500,5,4,5,386588.8802980249,12.929993908996359,12.865119669257597
163,20,RL,6.5538803774442425,20.671656787762217,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,8.375577002227507,Gd,TA,PConc,Gd,TA,Mn,BLQ,12.648319929344316,Unf,0.0,9.322355249072935,13.383657429201186,GasA,Ex,Y,SBrkr,13.383657429201186,0.0,0.0,13.383657429201186,0,0.0,2,0,3,0.7304631471189666,Gd,7,Typ,1,Gd,Attchd,2005,RFn,2,532,TA,TA,Y,0.0,5.968980585391403,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5,2010,New,Partial,220000,5,5,5,200559.65082526693,12.301387370778713,12.208871977867132
164,45,RL,5.5270737381589985,17.598036767345558,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,1956,1956,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,11.775113743156055,11.775113743156055,GasA,Ex,Y,SBrkr,11.775113743156055,0.0,0.0,11.775113743156055,0,0.0,1,0,1,0.7304631471189666,TA,4,Typ,0,NA,NA,0,NA,0,0,NA,NA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,4,2007,WD,Normal,103200,51,51,0,100682.9268292683,11.544433821905134,11.519741451560447
165,40,RM,4.969939052451073,17.531355350027443,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,7,1926,2004,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,Gd,BrkTil,TA,TA,Mn,LwQ,9.525867697126678,Unf,0.0,11.435182063397658,12.520613498455962,GasA,Gd,Y,FuseA,12.520613498455962,10.099957091404244,0.0,13.527002825692994,0,0.0,2,0,3,0.7304631471189666,Gd,5,Typ,0,NA,Detchd,1926,Unf,1,216,TA,TA,Y,0.0,0.0,7.909100235945503,0.0,0.0,0.0,NA,NA,NA,0.0,10,2007,WD,Normal,152000,81,3,81,148292.6829268293,11.931642378754141,11.906949930636358
166,190,RL,5.744420430279228,19.916216394011386,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1940,1999,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,9.398681444092006,Rec,7.885224873775467,6.881187323763808,10.9264465754113,GasA,Gd,Y,SBrkr,11.53457513188247,10.501575267176273,0.0,13.000767013448646,1,0.0,2,0,4,1.1943176378757767,TA,6,Typ,0,NA,NA,0,NA,0,0,NA,NA,Y,7.338607270038526,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,9,2008,WD,Normal,127500,68,9,0,119491.10845575316,11.755879486687116,11.691005610145925
167,20,RL,6.302366147843001,20.14791825941466,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,NA,0.0,Gd,TA,CBlock,TA,TA,No,LwQ,9.584190771249812,BLQ,11.396658166096783,10.11603509640564,13.528875586728695,GasA,Ex,Y,FuseA,13.96884641866248,0.0,0.0,13.96884641866248,1,0.0,1,0,2,0.7304631471189666,TA,7,Typ,3,Gd,Attchd,1955,Fin,1,303,TA,TA,Y,10.147931683722206,0.0,0.0,0.0,7.368227644721959,0.0,NA,GdWo,NA,0.0,11,2009,COD,Normal,190000,54,16,54,177887.29393424696,12.154784614286667,12.088911070107509
168,60,RL,6.360099839069417,20.092761767227472,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,9.025890350388508,Gd,TA,PConc,Ex,TA,No,GLQ,12.851844098897303,Unf,0.0,8.978566621047088,13.462735566083744,GasA,Ex,Y,SBrkr,13.515745541170915,10.520314560548853,0.0,14.426272221318838,1,0.0,1,1,3,0.7304631471189666,Ex,8,Typ,1,Gd,Attchd,2007,Fin,3,789,TA,TA,Y,7.848990272211784,7.020909424392293,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,11,2007,New,Partial,325624,0,0,0,317681.9512195122,12.693501691489768,12.668809155674825
169,60,RL,5.744420430279228,19.11656435303305,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,11.640795289083194,11.640795289083194,GasA,Ex,Y,SBrkr,11.640795289083194,11.768842092711287,0.0,13.716697870568169,0,0.0,2,1,3,0.7304631471189666,Gd,7,Typ,1,Gd,Attchd,2004,Fin,2,440,TA,TA,Y,6.65495044352145,5.285266416806648,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5,2007,WD,Normal,183500,3,3,3,179024.39024390245,12.119975396053194,12.095282919701853
170,20,RL,6.22439360157682,21.988245455572226,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1981,1981,Hip,WdShake,Plywood,Plywood,BrkFace,10.963052863326558,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,13.655780507688625,13.655780507688625,GasA,TA,Y,SBrkr,13.69352775914649,0.0,0.0,13.69352775914649,0,0.0,2,1,2,0.7304631471189666,TA,6,Typ,1,TA,Attchd,1981,RFn,2,511,TA,TA,Y,10.625878458393707,5.80273872401839,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,1,2006,WD,Normal,228000,25,25,25,228000.0,12.337105293891872,12.337105293891872
171,50,RM,5.767612128115591,20.73053716162848,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,No,Rec,9.459636543250584,Unf,0.0,9.459636543250584,11.222867447268218,GasA,TA,Y,SBrkr,11.686189379390555,0.0,10.410943347638753,13.059017169586484,0,0.0,1,1,2,0.7304631471189666,TA,7,Typ,0,NA,Detchd,1991,Unf,2,660,TA,TA,Y,8.48272816323603,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5,2007,WD,Normal,128500,66,57,16,125365.8536585366,11.763691965388299,11.738999547348923
172,20,RL,7.353461784034922,24.898884258400106,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,BrkFace,Plywood,Stone,6.881187323763808,TA,TA,CBlock,TA,Gd,Gd,BLQ,10.905921745565665,Unf,0.0,9.956818543247373,12.343354263952241,GasA,Fa,Y,SBrkr,13.601157000193943,0.0,0.0,13.601157000193943,1,0.0,1,0,3,0.7304631471189666,TA,7,Typ,2,Gd,Attchd,1960,Fin,2,528,TA,TA,P,8.211557890737238,5.744420430279228,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5,2010,WD,Normal,215000,50,50,50,196001.47694287452,12.278397958261774,12.185882575596448
173,160,RL,5.133567292834429,17.467710976881957,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,CompShg,HdBoard,HdBoard,NA,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,10.246736153405903,Rec,8.263917622663177,9.41914552756971,12.30088091103977,GasA,Gd,Y,SBrkr,12.30088091103977,11.158953155173984,0.0,13.799244279840845,1,0.0,2,0,2,0.7304631471189666,Gd,5,Typ,1,TA,Attchd,1987,RFn,2,504,Gd,TA,Y,9.956818543247373,4.745132396064701,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2006,WD,Normal,239000,19,19,19,239000.0,12.384223015005313,12.384223015005313
174,20,RL,6.221213632878419,19.951981262302024,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1961,1961,Gable,CompShg,WdShing,Wd Shng,BrkCmn,10.226205916995328,TA,TA,CBlock,TA,TA,No,ALQ,8.930417557876343,Rec,9.551935879863963,11.147538247731708,13.015962914755876,GasA,TA,Y,SBrkr,13.015962914755876,0.0,0.0,13.015962914755876,1,0.0,1,1,3,0.7304631471189666,TA,6,Typ,1,TA,Attchd,1961,Unf,2,504,TA,TA,Y,0.0,3.858806663498184,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2008,COD,Normal,163000,47,47,47,152761.18179049226,12.001511614739405,11.936637623709915
175,20,RL,5.2483574728065365,20.74978480663377,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,VinylSd,Plywood,Stone,7.216434458396561,TA,TA,CBlock,Gd,Fa,No,ALQ,13.093081172958074,LwQ,8.190318298434116,0.0,13.508220869935043,GasA,TA,Y,SBrkr,13.591971485241912,0.0,0.0,13.591971485241912,1,0.0,2,0,3,0.7304631471189666,TA,7,Min2,1,TA,Attchd,1986,Fin,2,616,TA,TA,Y,8.013883697367245,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,11,2008,WD,Normal,184000,22,22,22,172442.07024202807,12.122696471358964,12.057822433400018
176,20,RL,6.314734756825907,20.81524839409776,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,2001,Gable,CompShg,WdShing,Wd Shng,NA,0.0,TA,TA,CBlock,TA,Gd,Av,ALQ,10.15321458816539,Unf,0.0,11.241421919609065,12.650729433598324,GasA,TA,Y,SBrkr,14.421879332825283,0.0,0.0,14.421879332825283,1,0.0,2,0,4,0.7304631471189666,Gd,7,Typ,1,Gd,Attchd,1950,Unf,2,576,TA,TA,Y,0.0,4.4372688011897266,4.9269180446816625,0.0,0.0,0.0,NA,MnPrv,NA,0.0,6,2007,WD,Normal,243000,57,6,57,237073.17073170733,12.400820837540556,12.376128327830413
177,60,RL,6.59483341495303,19.88573938586146,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,8.763534317352567,Gd,TA,PConc,Gd,TA,No,GLQ,11.611273018940013,Unf,0.0,9.178050664421775,12.52561518022635,GasA,TA,Y,SBrkr,12.557947383684844,11.818680333426093,0.0,14.275443491771894,0,0.7304631471189666,2,1,4,0.7304631471189666,TA,8,Typ,1,TA,Attchd,1988,Unf,2,521,TA,TA,Y,0.0,8.39538258223558,0.0,0.0,8.013883697367245,0.0,NA,NA,NA,0.0,9,2007,WD,Normal,211000,19,18,19,205853.6585365854,12.259618151783465,12.234925657675939
178,50,RL,6.084409327137121,21.142207755830203,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,NA,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,5.59142712460611,BLQ,9.956818543247373,10.534293431937689,12.268668492468818,GasA,Ex,Y,SBrkr,12.769087694489059,11.023122571213104,0.0,14.055628032763455,1,0.0,2,0,4,0.7304631471189666,Gd,8,Typ,1,Gd,Attchd,1958,Unf,2,451,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7,2006,WD,Normal,172500,48,48,48,172500.0,12.058158312538197,12.058158312538197
179,20,RL,5.7737732204907655,22.179022562640057,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,11.325398424125117,Ex,TA,PConc,Ex,TA,No,GLQ,14.029646531091478,Unf,0.0,9.118180873967548,14.505904187534611,GasA,Ex,Y,SBrkr,14.531600924540532,0.0,0.0,14.531600924540532,1,0.0,2,0,1,0.7304631471189666,Ex,9,Typ,1,Gd,Attchd,2009,Fin,3,1166,TA,TA,Y,0.0,5.684506656824124,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7,2009,New,Partial,501837,1,0,0,469844.3469793721,13.126032637428713,13.060158870557688
180,30,RM,5.684506656824124,19.24422304323634,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1923,2006,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,12.034009403081631,12.034009403081631,GasA,TA,Y,SBrkr,12.034009403081631,0.0,0.0,12.034009403081631,0,0.0,1,0,2,0.7304631471189666,TA,5,Typ,0,NA,Detchd,1935,Unf,2,480,Fa,TA,N,0.0,0.0,7.920955300440633,0.0,0.0,0.0,NA,NA,NA,0.0,7,2007,WD,Normal,100000,84,1,72,97560.9756097561,11.51293546492023,11.488243102327326
